Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-07 17:29:00+00:00,1870.89208984375,1870.89208984375,1870.89208984375,1870.89208984375,1870.89208984375,0
2023-07-07 17:30:00+00:00,1870.73193359375,1870.73193359375,1870.73193359375,1870.73193359375,1870.73193359375,293888
2023-07-07 17:31:00+00:00,1870.0762939453125,1870.0762939453125,1870.0762939453125,1870.0762939453125,1870.0762939453125,7392256
2023-07-07 17:32:00+00:00,1869.1910400390625,1869.1910400390625,1869.1910400390625,1869.1910400390625,1869.1910400390625,690176
2023-07-07 17:33:00+00:00,1868.945556640625,1868.945556640625,1868.945556640625,1868.945556640625,1868.945556640625,0
2023-07-07 17:34:00+00:00,1869.0484619140625,1869.0484619140625,1869.0484619140625,1869.0484619140625,1869.0484619140625,0
2023-07-07 17:35:00+00:00,1869.5001220703125,1869.5001220703125,1869.5001220703125,1869.5001220703125,1869.5001220703125,20480
2023-07-07 17:36:00+00:00,1868.98974609375,1868.98974609375,1868.98974609375,1868.98974609375,1868.98974609375,451584
2023-07-07 17:38:00+00:00,1870.22802734375,1870.22802734375,1870.22802734375,1870.22802734375,1870.22802734375,13836288
2023-07-07 17:39:00+00:00,1868.9154052734375,1868.9154052734375,1868.9154052734375,1868.9154052734375,1868.9154052734375,659968
2023-07-07 17:41:00+00:00,1869.2352294921875,1869.2352294921875,1869.2352294921875,1869.2352294921875,1869.2352294921875,7616512
2023-07-07 17:42:00+00:00,1869.58544921875,1869.58544921875,1869.58544921875,1869.58544921875,1869.58544921875,453120
2023-07-07 17:43:00+00:00,1869.573486328125,1869.573486328125,1869.573486328125,1869.573486328125,1869.573486328125,0
2023-07-07 17:44:00+00:00,1869.6810302734375,1869.6810302734375,1869.6810302734375,1869.6810302734375,1869.6810302734375,117760
2023-07-07 17:45:00+00:00,1869.594970703125,1869.594970703125,1869.594970703125,1869.594970703125,1869.594970703125,652800
2023-07-07 17:47:00+00:00,1869.8145751953125,1869.8145751953125,1869.8145751953125,1869.8145751953125,1869.8145751953125,0
2023-07-07 17:48:00+00:00,1869.9517822265625,1869.9517822265625,1869.9517822265625,1869.9517822265625,1869.9517822265625,124416
2023-07-07 17:50:00+00:00,1866.803466796875,1866.803466796875,1866.803466796875,1866.803466796875,1866.803466796875,4285440
2023-07-07 17:51:00+00:00,1867.44140625,1867.44140625,1867.44140625,1867.44140625,1867.44140625,0
2023-07-07 17:52:00+00:00,1868.70068359375,1868.70068359375,1868.70068359375,1868.70068359375,1868.70068359375,13574144
2023-07-07 17:53:00+00:00,1868.60546875,1868.60546875,1868.60546875,1868.60546875,1868.60546875,2439680
2023-07-07 17:54:00+00:00,1868.607666015625,1868.607666015625,1868.607666015625,1868.607666015625,1868.607666015625,162304
2023-07-07 17:55:00+00:00,1868.25732421875,1868.25732421875,1868.25732421875,1868.25732421875,1868.25732421875,5326336
2023-07-07 17:56:00+00:00,1866.9931640625,1866.9931640625,1866.9931640625,1866.9931640625,1866.9931640625,905216
2023-07-07 17:57:00+00:00,1867.623779296875,1867.623779296875,1867.623779296875,1867.623779296875,1867.623779296875,2944000
2023-07-07 17:58:00+00:00,1866.1094970703125,1866.1094970703125,1866.1094970703125,1866.1094970703125,1866.1094970703125,0
2023-07-07 17:59:00+00:00,1866.7874755859375,1866.7874755859375,1866.7874755859375,1866.7874755859375,1866.7874755859375,1872896
2023-07-07 18:00:00+00:00,1867.3431396484375,1867.3431396484375,1867.3431396484375,1867.3431396484375,1867.3431396484375,956928
2023-07-07 18:02:00+00:00,1868.060791015625,1868.060791015625,1868.060791015625,1868.060791015625,1868.060791015625,5449728
2023-07-07 18:03:00+00:00,1867.70361328125,1867.70361328125,1867.70361328125,1867.70361328125,1867.70361328125,0
2023-07-07 18:04:00+00:00,1867.3343505859375,1867.3343505859375,1867.3343505859375,1867.3343505859375,1867.3343505859375,0
2023-07-07 18:05:00+00:00,1866.7523193359375,1866.7523193359375,1866.7523193359375,1866.7523193359375,1866.7523193359375,0
2023-07-07 18:06:00+00:00,1866.606689453125,1866.606689453125,1866.606689453125,1866.606689453125,1866.606689453125,0
2023-07-07 18:07:00+00:00,1867.0902099609375,1867.0902099609375,1867.0902099609375,1867.0902099609375,1867.0902099609375,0
2023-07-07 18:08:00+00:00,1866.4677734375,1866.4677734375,1866.4677734375,1866.4677734375,1866.4677734375,127488
2023-07-07 18:09:00+00:00,1866.598388671875,1866.598388671875,1866.598388671875,1866.598388671875,1866.598388671875,0
2023-07-07 18:11:00+00:00,1866.6160888671875,1866.6160888671875,1866.6160888671875,1866.6160888671875,1866.6160888671875,0
2023-07-07 18:13:00+00:00,1866.0938720703125,1866.0938720703125,1866.0938720703125,1866.0938720703125,1866.0938720703125,0
2023-07-07 18:15:00+00:00,1866.3057861328125,1866.3057861328125,1866.3057861328125,1866.3057861328125,1866.3057861328125,2560
2023-07-07 18:16:00+00:00,1866.407470703125,1866.407470703125,1866.407470703125,1866.407470703125,1866.407470703125,692224
2023-07-07 18:17:00+00:00,1865.6961669921875,1865.6961669921875,1865.6961669921875,1865.6961669921875,1865.6961669921875,1225216
2023-07-07 18:18:00+00:00,1865.5821533203125,1865.5821533203125,1865.5821533203125,1865.5821533203125,1865.5821533203125,0
2023-07-07 18:19:00+00:00,1866.6544189453125,1866.6544189453125,1866.6544189453125,1866.6544189453125,1866.6544189453125,2169856
2023-07-07 18:20:00+00:00,1866.5390625,1866.5390625,1866.5390625,1866.5390625,1866.5390625,41984
2023-07-07 18:21:00+00:00,1866.9901123046875,1866.9901123046875,1866.9901123046875,1866.9901123046875,1866.9901123046875,0
2023-07-07 18:23:00+00:00,1867.264892578125,1867.264892578125,1867.264892578125,1867.264892578125,1867.264892578125,16678400
2023-07-07 18:24:00+00:00,1866.89892578125,1866.89892578125,1866.89892578125,1866.89892578125,1866.89892578125,392192
2023-07-07 18:26:00+00:00,1866.46435546875,1866.46435546875,1866.46435546875,1866.46435546875,1866.46435546875,992768
2023-07-07 18:27:00+00:00,1866.50244140625,1866.50244140625,1866.50244140625,1866.50244140625,1866.50244140625,0
2023-07-07 18:28:00+00:00,1866.276123046875,1866.276123046875,1866.276123046875,1866.276123046875,1866.276123046875,0
